"beta_hat","beta","gamma","sigma","distribution","g","r"
3.92671974407902,4,0.5,0.5,"normal",22,46
3.80731596647591,4,0.5,0.5,"normal",22,46
4.30773894864044,4,0.5,0.5,"normal",22,46
3.85973093545623,4,0.5,0.5,"normal",22,46
4.03592759868836,4,0.5,0.5,"normal",22,46
3.49983124068544,4,0.5,0.5,"normal",22,46
3.86882848462822,4,0.5,0.5,"normal",22,46
4.08224106132664,4,0.5,0.5,"normal",22,46
3.94751990138807,4,0.5,0.5,"normal",22,46
4.0922531472472,4,0.5,0.5,"normal",22,46
4.11263771639819,4,0.5,0.5,"normal",22,46
4.31274272520381,4,0.5,0.5,"normal",22,46
4.04182669057481,4,0.5,0.5,"normal",22,46
3.99138026891297,4,0.5,0.5,"normal",22,46
3.68630320464193,4,0.5,0.5,"normal",22,46
3.78476387976799,4,0.5,0.5,"normal",22,46
4.11175760421097,4,0.5,0.5,"normal",22,46
4.26116574557352,4,0.5,0.5,"normal",22,46
3.96179809951354,4,0.5,0.5,"normal",22,46
3.9958700350021,4,0.5,0.5,"normal",22,46
4.44264797106157,4,0.5,0.5,"normal",22,46
4.29620130230988,4,0.5,0.5,"normal",22,46
4.15222469905535,4,0.5,0.5,"normal",24,42
4.00817887502339,4,0.5,0.5,"normal",24,42
4.13280641673313,4,0.5,0.5,"normal",24,42
3.9343792731094,4,0.5,0.5,"normal",24,42
3.54803785031994,4,0.5,0.5,"normal",24,42
3.98215413039974,4,0.5,0.5,"normal",24,42
4.40564523285981,4,0.5,0.5,"normal",24,42
4.09657411463225,4,0.5,0.5,"normal",24,42
4.386842931654,4,0.5,0.5,"normal",24,42
4.104178972921,4,0.5,0.5,"normal",24,42
4.13976868020344,4,0.5,0.5,"normal",24,42
3.92105938830297,4,0.5,0.5,"normal",24,42
3.76852079969195,4,0.5,0.5,"normal",24,42
3.87018122401492,4,0.5,0.5,"normal",24,42
4.22684548777577,4,0.5,0.5,"normal",24,42
3.66652016069642,4,0.5,0.5,"normal",24,42
3.88136446977517,4,0.5,0.5,"normal",24,42
3.74348438986661,4,0.5,0.5,"normal",24,42
4.08668196708728,4,0.5,0.5,"normal",24,42
3.80180044600061,4,0.5,0.5,"normal",24,42
3.98414886514063,4,0.5,0.5,"normal",24,42
3.9897197329931,4,0.5,0.5,"normal",24,42
3.86275599083916,4,0.5,0.5,"normal",24,42
4.00460903105343,4,0.5,0.5,"normal",24,42
3.98952877247395,4,0.5,0.5,"normal",24,42
3.91994224696631,4,0.5,0.5,"normal",24,42
3.872177188807,4,0.5,0.5,"normal",24,42
3.79982394987411,4,0.5,0.5,"normal",24,42
3.92463344594482,4,0.5,0.5,"normal",24,42
4.51420224327372,4,0.5,0.5,"normal",24,42
3.86280241472242,4,0.5,0.5,"normal",26,39
4.14531665578359,4,0.5,0.5,"normal",26,39
3.8584339986701,4,0.5,0.5,"normal",26,39
4.16353529424733,4,0.5,0.5,"normal",26,39
3.69958585281903,4,0.5,0.5,"normal",26,39
3.80278070534894,4,0.5,0.5,"normal",26,39
4.09920405106481,4,0.5,0.5,"normal",26,39
3.90158233788717,4,0.5,0.5,"normal",26,39
4.08067899391282,4,0.5,0.5,"normal",26,39
3.90831658493947,4,0.5,0.5,"normal",26,39
3.96166511122891,4,0.5,0.5,"normal",26,39
3.70697826383798,4,0.5,0.5,"normal",26,39
3.82949233603331,4,0.5,0.5,"normal",26,39
4.02019235472929,4,0.5,0.5,"normal",26,39
3.87598462734256,4,0.5,0.5,"normal",26,39
3.81839291571626,4,0.5,0.5,"normal",26,39
3.96418380832663,4,0.5,0.5,"normal",26,39
4.25710278257612,4,0.5,0.5,"normal",26,39
3.79508573841338,4,0.5,0.5,"normal",26,39
4.21822795541008,4,0.5,0.5,"normal",26,39
3.80894907302162,4,0.5,0.5,"normal",26,39
4.37777089121413,4,0.5,0.5,"normal",26,39
3.99263866715232,4,0.5,0.5,"normal",26,39
4.33308125399423,4,0.5,0.5,"normal",26,39
3.97826570872128,4,0.5,0.5,"normal",26,39
3.7598506715541,4,0.5,0.5,"normal",26,39
4.28096506134101,4,0.5,0.5,"normal",26,39
4.11688845543457,4,0.5,0.5,"normal",26,39
4.34763473807578,4,0.5,0.5,"normal",26,39
4.02494294736411,4,0.5,0.5,"normal",26,39
4.19218544712016,4,0.5,0.5,"normal",28,36
3.85577814637447,4,0.5,0.5,"normal",28,36
4.04416512781711,4,0.5,0.5,"normal",28,36
3.88262095178484,4,0.5,0.5,"normal",28,36
4.08952714954177,4,0.5,0.5,"normal",28,36
4.24023561739289,4,0.5,0.5,"normal",28,36
3.87465507336387,4,0.5,0.5,"normal",28,36
3.9540331992973,4,0.5,0.5,"normal",28,36
4.0775978198381,4,0.5,0.5,"normal",28,36
4.05051963092845,4,0.5,0.5,"normal",28,36
4.18457664469749,4,0.5,0.5,"normal",28,36
3.87147860761163,4,0.5,0.5,"normal",28,36
3.84829262841486,4,0.5,0.5,"normal",28,36
4.21653092339256,4,0.5,0.5,"normal",28,36
4.05765958035682,4,0.5,0.5,"normal",28,36
4.0812387100477,4,0.5,0.5,"normal",28,36
4.26105284919681,4,0.5,0.5,"normal",28,36
3.79527528900237,4,0.5,0.5,"normal",28,36
4.12584924147376,4,0.5,0.5,"normal",28,36
4.13961176851257,4,0.5,0.5,"normal",28,36
4.20502401683422,4,0.5,0.5,"normal",28,36
4.04854948376859,4,0.5,0.5,"normal",28,36
3.80420854476023,4,0.5,0.5,"normal",28,36
4.00690892454694,4,0.5,0.5,"normal",28,36
3.93517459683193,4,0.5,0.5,"normal",28,36
4.14435838391934,4,0.5,0.5,"normal",28,36
4.05130806803877,4,0.5,0.5,"normal",28,36
3.96253719797731,4,0.5,0.5,"normal",28,36
3.78128682457008,4,0.5,0.5,"normal",28,36
3.84220890310177,4,0.5,0.5,"normal",28,36
3.81560407325263,4,0.5,0.5,"normal",30,33
3.90562000380222,4,0.5,0.5,"normal",30,33
3.84010618851866,4,0.5,0.5,"normal",30,33
3.9654541200556,4,0.5,0.5,"normal",30,33
4.01033136110425,4,0.5,0.5,"normal",30,33
4.14947923040214,4,0.5,0.5,"normal",30,33
4.16853289996835,4,0.5,0.5,"normal",30,33
3.88344778129785,4,0.5,0.5,"normal",30,33
4.00344706829807,4,0.5,0.5,"normal",30,33
3.93922763457921,4,0.5,0.5,"normal",30,33
3.88468243414172,4,0.5,0.5,"normal",30,33
4.0262440968083,4,0.5,0.5,"normal",30,33
4.17479493288443,4,0.5,0.5,"normal",30,33
4.18595160653126,4,0.5,0.5,"normal",30,33
3.8680499656449,4,0.5,0.5,"normal",30,33
4.15902643066568,4,0.5,0.5,"normal",30,33
4.23230642738698,4,0.5,0.5,"normal",30,33
3.7748399737727,4,0.5,0.5,"normal",30,33
4.11200996432717,4,0.5,0.5,"normal",30,33
3.93639704568327,4,0.5,0.5,"normal",30,33
4.16543367089813,4,0.5,0.5,"normal",30,33
4.05020902024758,4,0.5,0.5,"normal",30,33
4.02200393739686,4,0.5,0.5,"normal",30,33
4.01403000504015,4,0.5,0.5,"normal",30,33
